DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
13776,__label2__,5,Y,Books,786949783,Adventurer's Vault: A 4th Edition D&D Supplement,great product for 4.0,"This makes a very useful add to any 4.0 D&D campaign.  Especially useful are the section on all alchemy, and the extra postions added later in the book."
13263,__label2__,5,Y,Musical Instruments,B0073XCZ3C,Planet Waves NS Micro Tuner with Guitar Pick Sampler,"Good tuner, inconspicuous and it works.","I've used this tuner for both my acoustic guitar and banjo for a year now and like them a lot.  We got this one for my wife's mandolin.  It's small, barely noticeable from the front and easily visible from the back.  I understand it can be a tight fit on some headstocks, it's snug on my 12 fret slot-head guitar due to the buttons pointing straight down but it works ok for me.  The accuracy is as good or better than any I've used.<br />Pros:<br />Accurate<br />Cheap<br />Easy to see in daylight or dark<br />Good battery life<br />It's always there, you don't have to hunt for a tuner.<br /><br />Cons:<br />I wish it would turn the tuner buttons for me!"
3927,__label1__,2,N,Luggage,B0051UO2NK,"Convertible Back Pack Purse, Mid Size Tear Drop Shoulder Bag, Backpack, Sling Bag. Genuine Leather",smelled so bad,"This bag smelled so bad that I put it out on my porch for a couple days to air it out. After a couple of days, the smell had improved only slightly. I didn't want to put it in my closet, nor would I want to be caught with it on a wet day."
15403,__label2__,4,Y,Office Products,B00LUA5QCQ,"COFFEE, TEA & CAKES postcard set of 20. Made in USA. Post card variety pack with coffee and tea drinking theme postcards.","Beautiful, high quality cards printed on glossy","Beautiful, high quality cards printed on glossy, white card stock. The back is not glossy but regular card stock, so you wont have any problems using a gel pen or fountain pen! Nice quality and value, and I would repurchase these post cards in the future."
12246,__label2__,5,Y,Furniture,B006QON8IU,Sleeper Sofa Memory Foam Mattress Full 52 x 72 Made in USA,The Mattress for Me,I weigh 250. I sleep on this almost every night since I snore like a freight train. In some positions I can feel the upper bar but just barely. Maybe I'm different because my weight is spread out. ( I look like a pro linebacker). I use it on a pull-out couch. It folds nicely. I absolutely love it.
3126,__label1__,4,N,Tools,B000NPR2U8,TEKTON 3179 35mm Double-Face Soft Mallet [Older Model],Nice,For those of us who can't seem to hit the head on the nail this makes it much easier. Comfortable handle to get a good grip with. For those of us who don't do much nailing this is the right tool
8592,__label1__,5,N,Furniture,B003SX0KR4,"Bobkona Hungtinton Microfiber/Faux Leather 3-Piece Sectional Sofa Set, Mushroom",Great!,"Very good looking sofa! It was really easy to assemble and it looks great! It's very sturdy and if this sofa suddenly combusts tonight, I would definitely buy another one tomorrow."
134,__label1__,3,Y,Sports,B0000BYMX6,"US Games Segmented Skip Rope (Black/White, 6-feet)",Short for adult,"I am 5&#34;11 and this is way too short.<br /><br />It is good for my kids.<br /><br />The rope is also sometimes stiff and hard to maneuver<br /><br />Overall, more like a toy but not for high quality work out routine everyday"
7516,__label1__,5,N,Grocery,B00Q3MUBB2,Hamilton Healthcare Organic Extra Virgin Cold Pressed Coconut Oil Pure & Unrefined - 16 Ounce (1 lb),This product is amazing! When I use it on my hair,"This product is amazing! When I use it on my hair, it becomes super soft and just love it. Not does it just feel good, it smells great too! This is a great product is very recommended. Try it out!"
14458,__label2__,4,Y,Electronics,B009DXUF28,New! Original VIZIO XRT300 Qwerty keyboard remote for M420SV M470SV M550SV M420SL M470SL M550SL M420SV M470SV M550SV M370SR M420SR M420KD E551VA internet TV----30 days Warranty!!,Four Stars,"Supplier did not provide the advertised product, &#34;New original VIZIO XRT300...&#34; The product supplied works."
6604,__label1__,5,N,Home Improvement,B0034Z958Q,Flameless LED Candles - 3 Mooncandles with Remote Control,Excellent,"These look so good to be flameless I had to use them right away.The candles create the warmest glow.I had them in my window and my neighbors thought they would burn down my curtains.,I showed them that they were flameless and they in awe.I think they will all be getting a set."
564,__label1__,1,N,Health & Personal Care,B009KBG8X8,"Organic Moringa Leaf Powder (16 Ounce - 1 Lb) ★ USDA Certified Organic ★ Trusted for Decades ★ From the Moringa Experts ★ 100% Pure and Natural Raw Organic Super Food Supplement ★ Non GMO, Gluten FREE ★ US FDA Registered Facility ★ Superior Moringa in a Decompossible Container",Moringa is such a great herbs that gives multi benefits but it is spoiled ...,Moringa is such a great herbs that gives multi benefits but it is spoiled when not properly manufactured with high quality purify process. I bought this product based on the advertisements made and it turned out all of them are false claims. Powder is not fresh and dirt present in it. I spoke to the manufacturer and their employees were not able to confirm any of the claims listed in this advertisement. Such a bad experience fooled by these people who utilize the online community.
8747,__label1__,5,N,Baby,B00N9YLMEM,"WiFi Baby 4: HD Wireless iPhone, iPad, Android Baby Monitor & Nanny Cam DVR. Stay Connected.  Anywhere.  (WFB2015)",Excellent and highly recommended :),"After looking at the competition http://www.amazon.vote/gp/product/B00L6TMHW8 and http://www.amazon.vote/gp/product/B00KDJ4YXM  1. I love love love that the monitor is able to turn and I can basically see the whole room easily. I just need to swipe my finger on my phone screen. I don't need to adjust the monitor angle manually and then check where the viewfinder is, I can do it from anywhere in one second.  2. I still can't get over the fact that the audio in this device is two way! Not only I can hear my baby laugh and cry but I can also respond back and know that she can hear it well. Sometimes I can see her kind of starting to wake up and I talk to her softly and she goes back to sleep – without me needing to go to her room.  3. My husband does a lot of business travel and unfortunately misses a lot on the baby's milestones. With this monitor he can easily check on our babygirl when he is away. He says the quality of video is great even when he is so far.  4. The voice recording is just great! I can see a lot of potential for it when the baby gets older – I can record some bedtime stories and leave her listening to them and fall asleep by herself. Right now we use it to play lullabies of my husband singing. I play them for our daughter when he travels for work.  My husband and I opted for this baby monitor. We LOVE the new baby monitor! It has no delay in video. I haven't tried peep mode because I like too be able to see her at all times. It holds charge very well and for the people saying it doesn't I have found for it to get and keep fill charge it had too charge while it's off if it's running and your charging it it didn't take full charge.  People complaining about the light being bright are crazy cause its not bright at all and only blinks when there is noise in the room.  I can see her clearly in day our night vision!! The only thing I'm not sure about is the thermometer it said 75 I the room then I turned the fan on to cool the room and out said77 hmm.."
9932,__label1__,5,Y,Home Entertainment,B00V0V22F4,Loaded by Dealz R Us Fully Loaded Plug N' Play Matricom G-Box Q Quad/Octo Core XBMC/Kodi Android TV Box [2GB/16GB/4K],Best little Box Ever,"If you are new to online media streaming and media boxes just like me and don't know how to setup/ add add-ons on android tv box, have someone who can be available to help you set this up. Otherwise, You will end up hating it and will not even 10% of it's features/services.<br /><br />After adding my Google account, all my Android apps were there ready to be downloaded. I found the device UI fairly simple and streamlined. They use a simple set of &#34;rows&#34; broken down into several categories (Favorites, Video, Music, etc.) All the rows can be easily edited to add additional app icons to them.<br /><br />No issues streaming content and the box works great. The graphics are even better than expected. As this will not be used much for gaming, my main concern was mostly for streaming media. So far I have tested Netflix, Hulu, Play Music, Play Movies. All of which work without issue.<br /><br />It is rich with lots of free streaming add-ins. So, I have already cancelled my cable service.<br /><br />The 16GB internal storage is well enough to install apps without having to always worry about running out of space.<br /><br />Overall I am pleased with my purchase, and as I get into more streaming (from home network) and start getting more into the ins and outs of Kodi, I will learn more and find out good features of this device and update more into this review. However, for someone coming from Google TV, this is definitely a step up."
8493,__label1__,4,N,Grocery,B00EGSYJA4,"Terrasoul Superfoods Raw Organic Criollo Cacao Nibs, 16-ounce",still good,Not the best I've tried but still good. The texture is decent and the flavor is pretty strong. Using this for things like ice cream sprinkle or for adding it to your morning protein shake is quite recommendable.
6418,__label1__,5,Y,Home,B00QI10OK6,"Homehug® Embossed 1800 Thread Count 4Pc Bed Sheet Set 100% Soft Polyester (King Size, BLUEGREY)",Gorgeous color and love feel of the sheets - got these when they ...,These sheets arrived on time and packaged well. Gorgeous color and love feel of the sheets - got these when they were price reduced a couple weeks ago...plan on purchasing another set.
10500,__label1__,3,N,Luggage,B000SRN7EG,"Rockland Luggage Rolling 22 Inch Duffle Bag, Pink Dot, One Size",disappointed,"Just enough space for a week's worth of clothes for vacation. I received what not what I ordered. The colors were WAY off... I was kind of disappointed. Not a happy camper over here.<br /><br />There is also an odd flap on the bottom side of the luggage that is not tacked down correctly. Makes me worry I'll lose some socks or small pieces of clothing back there. Other than that, the luggage is good. I'm very happy with the size of it, but that's about it."
19029,__label2__,1,N,Baby,B003R4N6DE,6 SILVER GIRL WALL CROSS BABY INFANT CHRISTENING BAPTISM SHOWER by KeegansCatholicTreasures by KeegansCatholicTreasures,Totally Cheap Piece of Junk,"Our granddaughter is being baptized this weekend and as the local Christian shops have very scant stock for Catholic items, I decided to search Amazon for a nice baptismal cross to hang in her nursery. This particular cross looked perfect - plain but pretty silver, and the shipping weight was 10 pounds (!) so I figured it had to be a bit heavy and at least substantial.<br /><br />I just received it in a bubble envelope - didn't even know what it was at first as the return address listed the name of Larry Sullivan with a residential address (on Amazon it says it's being sold by ""Hail Mary Gifts"", so I thought I was buying from a professional company, not some dude selling cheap trinkets out of his house).<br /><br />I wish I could show a photo of the flimsy, smashed cardboard-with-plastic-cover box the cross came in; even worse, the ""silver"" cross weighs two ounces and is the cheapest little thing you've ever seen! I would return it, but Mr. Sullivan charges a ""20% restocking fee""....so I'm just going to give this to my granddaughter and try to find another gift to add to it - because although it cost $36.00 it looks like something cheesy you'd find at the dollar store. What a joke."
16250,__label2__,1,Y,Toys,B00E37BPKA,NEEWER® FPV 5.8Ghz 11dBi High-gain Panel Antenna 200mW TX &gt;3KM,"Didn't work for me, Did nothing to increase signal strength,",Didn't work for me. Did NOT add any bars at the weak spots of my house. I found it's even worse probably comparing to the original antenna.
20810,__label2__,5,Y,Shoes,B004D0B97Q,"MG Collection Claudia Rhinestone Baguette Hard Case Style Evening Purse, Grey, One Size",Beautiful,I bought this clutch for my son's wedding - when it arrived it matched my shoes exactly - it is a really beautiful piece.
19820,__label2__,1,Y,Video DVD,B006YW4NT2,Legend of Bruce Lee Prt#2,hated it,"wasent what i had order. i wanted the whole movie and in english speaking. i had seen this movie befor, my brother had it from new york city. i dident order the part 2? why would i order 2 when i hadent seen part 1 yet? plus it,s very hard trying to read the caption and missing the action in the movie."
9124,__label1__,5,N,Tools,B005FMTLDK,LONGEVITY TIG  Welder Water Torch Cooler 9 Liter Capacity,I recommend,I have been using a welding water cooler for some time now and surprisingly are the best. The TIG Torch Welding Water Cooler allows you to run machines at high amperage at the same time maintaining your torch cooler for longer periods. It is not only lightweight but is also easy to connect to the TIG welder. Bought it at the best price!
13666,__label2__,3,Y,Video DVD,B004GSVX8A,4 Movie Marathon: Classic Western Collection (Albuquerque / Whispering Smith / The Duel at Silver Creek / War Arrow),Not bad,Movies good quality and enjoyable would reccomend to people who like old westerns and plenty of action would recomend to western fans
4412,__label1__,5,Y,Health & Personal Care,B00TOVORO6,Beard Balm Conditioner For Men - Wild Willie's Beard Butter - Amazing Beard Balm with 13 Natural Locally Sourced Ingredients to Condition and Treat Your Beard or Mustache At the Same Time..05 oz Ounce,The skin of the beard also needs caring,"The butter is really great for moisturize the hairs and the skin underneath. Before trying this product I often got redness and irritation from the skin under my beard, but now the skin feels smooth and hydrated and the hair has strengthen."
5888,__label1__,5,N,Outdoors,B003HC4ZMM,Cressi Junior Dry Snorkel,Works great,This snorkel worked just the way it was described. This is the best snorkel I have ever used. It works great and it very comfortable. I would recommend it if you love snorkeling!!
12576,__label2__,5,Y,Health & Personal Care,B000065X1N,Mommys Bliss Gripe Water Original 4 oz  from Baby's Bliss,Soothes a upset tummy!,This stuff works like a charm for our little one. One dose and she gets immediately less fussy. Great product!
6934,__label1__,5,Y,Jewelry,B00TO4TJUK,Pink Rose Five Leaf Flower Petal Crystal Rhinestone Necklace and Earrings Jewelry Set [Bridal Jewelry],I absolutely love it!,"This set is absolutely gorgeous! I'm a bridesmaid in the wedding of a good friend, and she let us pick our own style black dress, and pink jewelry (necklace and earrings) to go with it. This is absolutely perfect! The necklace looks beautiful with my dress and neckline, and the earrings are a great accent since I have my hair up. I can't wait to wear them tomorrow! Thank you so much for such a beautiful product for a great price!"
13067,__label2__,5,Y,Grocery,B002MAT8VI,"Budweiser Genuine Sauces Gift Set, 4 pack",Great Variety,"I bought these as a gift for my husband, because he likes to try different sauces.  I also bought a different pack, but these had good reviews so I decided to give them a try.  Boy am I glad that I did!  He loved the selection, and thought they were very tasty.  My brother-in-law was visiting one day, and asked me where we had gotten them.  He said he received some a few years ago, and loved them but could never find them in the store.  I directed him to Amazon.  I would purchase these again, and I do recommend them."
6321,__label1__,5,N,Camera,B00DSOC4QI,Red Glass Filter-Tropical Water Color Correction-Scuba Diving-For Hero3 Waterproof Housing,Fantastic!!,"Had never heard of using a filter when diving, but used this one on my recent cruise and couldn t believe the difference. I had no idea it could be so easy to make my video more colorful. Almost lost it on my first dive, but realized they do include a tether to attach to the camera so you don t lose it. Silly me. The micro fiber bag is pretty nice too for keeping it clean."
14929,__label2__,5,Y,Video Games,B00NHV0XV0,"Turtle Beach Ear Force PX4 Premium Wireless Gaming Headset with Dolby Surround Sound and PS4 Talkback Cable for PlayStation 4, PlayStation 3, Xbox 360 and mobile devices",Five Stars,"My grandson tells me it's excellent. It made him very happy, which made me happy. Price was competitive."
12285,__label2__,3,Y,Shoes,B002DYK628,"swedish hasbeens Women's High Heeled Jodhpur Boot, Black/Nature, 38 EU/8 M US",Confusing,"I teeter between a size 8-8.5. I while back I ordered the swedish hasbeens clogs in a size 38 (US 8). They were SO small and narrow I returned them and decided to order a 39 in these ankle boots. Upon arrival, they said they were made in Italy. &#34;Made in Italy?&#34; I thought. That's strange, I thought they were all handmade in Sweden. More importantly, they were so big they slipped a bit with a thick sock on.<br /><br />I exchanged them for a size 38 (8), which has just arrived. NOW they say they're &#34;Made in Romania&#34; ... okay. As for fit, they're kind of hard to get on but once on the size seems right, especially since they leather will stretch. I am planning on wearing a relatively thin sock with them anyway.<br /><br />I'm just wondering, are these supposed to be made in Italy? or Romania? Or Sweden? Am I getting fake shoes? I really don't know if I should send these back or not. I've done a lot of googling to see about this but have come up with nothing. They feel okay, I just don't want them to fall apart."
6627,__label1__,5,N,Watches,B002SSUQFG,Seiko Men's SNK809 Seiko 5 Automatic Stainless Steel Watch with Black Canvas Strap,very attractive watch,"This very attractive watch has drawn very complimentary comments from friends and co-workers. Its unique design, one moving hand and the hour in a box like watches with dates draws a lot of attention"
10992,__label2__,2,Y,Tools,B000R7LZH8,Mechanix Wear Heat Sleeves,Way Too Small - Petites Only,"Much too small for a man's arm.  These barely fit my 5' 3&#34; petite wife who weighs 109 pounds.  I can barely manage to pull them past my elbow and it is bordering on pain even with my arm outstretched, let alone when I bend my elbow.  I am extremely disappointed in the size.  I don't know if this material shrinks in the wash, but if it does, even my wife will have trouble with it. I'm 6 feet tall and weigh 185 pounds and not so much of it is fat. My BMI is 25.<br /><br />I will have to keep looking for a long arm length sleeve that I can wear outdoors while wearing a short sleeved shirt. I thought this one had the best potential, but obviously not.  I want it primarily to prevent sunburn while driving and doing yard work or playing tennis. I am open to referrals for a bigger size."
7677,__label1__,5,N,Office Products,B009HLIQNQ,"Clearprint © TN-115 / TN115 Premium Compatible Color Toner Set for Brother MFC-9440CN, MFC-9450CDN, MFC-9840CDW printers",worked perfectly,"These worked perfectly and they cost less too! These are definitely Brother cartridges, if you inspect the cartridge, the original Brother logo is still on there. An OEM set is about $270, so these will save you over $100."
4878,__label1__,5,N,Books,1463604726,Trekking the Annapurna Circuit and Annapurna Sanctuary in the Nepal Himalaya: Trekking the Annapurna Circuit and Annapurna Sanctuary in the Nepal Himalaya,Still the best guidebook to the Annapurna region,"Lots of people have enjoyed the Annapurna Circuit using this guidebook, which is a well established successful independent guidebook, written by a trekker for trekkers. The mountains and views have not moved since the original research trek, nor have the villages, the GPS locations are the same, the distance between the villages is the same, the cultural descriptions are still accurate, the mountaineering history has not changed much. The prices have changed, but that's inflation for you! The lodge menus will have changed, I expect for the better. There is now a road to Chamje and from Muktinath, but you don't have to get on the bus if you don't want to.<br /><br />The guidebook is printed by Amazon for each order, it's called ""print on demand"" and it enables high quality independent publishers to compete with big publishers, like you-know-who. This Annapurna guidebook has been praised since it was first published and is a great way to plan your trek.<br /><br />All I can say in conclusion is get off your computer and go do the trek. It's the experience of a lifetime, and this guidebook will help you along the way, and help you have some fun too.<br /><br />Ian Johnson<br />ianpjohnson@yahoo.com"
16413,__label2__,4,Y,Pet Products,B0028H5GMU,Ethical Plush Chirpies Assorted Birds 14-Inch Dog Toy,these are so cute and original in the noise/chirping that ...,these are so cute and original in the noise/chirping that they make as opposed to squeak toys.  My dog loves these and the sound.
10609,__label2__,5,N,Beauty,B0098JU8YW,Pantene Pro-V Expert Collection Advanced Keratin Repair Conditioner 8.4 Fl Oz,Great condtioner,"Pantene always has good products. I'm in my early 30s, and I don't dye or heat-treat my hair, so I can't tell if this conditioner improves my hair, but it does make it feel soft =)"
1536,__label1__,4,N,Office Products,B00FTG73SC,Epson XP-310 Wireless Color Photo Printer with Scanner and Copier (Discontinued by Manufacturer),UNCOMPARABLE SPEED & CLARITY AIR PRINTER!!!,Bought this a month ago to replace my ageing HP deskjet all in one. It has all the features you'd expect in a modern all in one.
12120,__label2__,5,Y,Baby,B0083TTLG4,"Philips Avent Natural Glass Baby Bottle, 1 Count, 8 Ounce",and I personally like the way they feel to hold better than the ...,"We've tried five colic reducing bottles, and we never detected a difference in symptoms based on the bottle. These have fewer parts than doc browns or the avent classics, and I personally like the way they feel to hold better than the others. Great that they're glass. My daughter can collapse the nipple when she's really hungry ( unlike others), but it fixes immediately when she pauses so it hasn't been a problem for us. She likes to play with the surface of the bottle and ring while she's drinking, and one time she unscrewed the top without us knowing, until everything spilled. But I think I must not have had it screwed on completely, because it hasn't happened again. Nothing's perfect in our experience, but these were the best, with avent classics being our second favorites."
16268,__label2__,5,Y,Home Improvement,B002YKU1ZI,"Ziotek ZT2150677 Holds 22 Cards Ziotek Memory Card Case, Black",Handy little thing,"This is handy and convenient, holds the memory cards snugly yet are easy to access/take out.  Two different sizes fit cards for both my cameras.  Cheap price for a useful product."
19580,__label2__,5,Y,Furniture,B002TU3KTC,"Rolland Office Chair Caster Wheel for Hardwood Floor - Stem Diameter: 11mm, Stem Length: 22mm - 5 Unit/Pack (GRAY)",Great Wheels,I have been searching for the right wheels and i found them.  The wheels are quiet and the most important fact is that they dont scratch the hardwood flooring.  The product was delivered timely.
12533,__label2__,5,Y,Toys,B0006O028U,"Micro Mask, 1 oz",Masking the areas makes decal applying easier,My husband is also using this product and is very happy with it. I decided to get both masking products.
20365,__label2__,5,Y,Luggage,B001DL5WN0,"ShedRain WindPro Mini Umbrella Auto Open & Close, Black, One Size",unbreakable!,"very very brave umbrella saved us during a monsoon in downtown seattle. good enough for seattle, good enough for anywhere!"
6914,__label1__,5,N,Tools,B00Z7MMOB4,"Rayburn Fishing 11 in 1 Wallet Sized Credit Card Knife, 2.68 by 1.78-Inch, Silver",I love this. So handy for keeping in my purse,"I love this. So handy for keeping in my purse. We are always needing some little tool at work and this has helped, especially the bottle opener. I will be ordering some more of these for stocking stuffers for home and work. Great little gadget."
3722,__label1__,4,N,Home Entertainment,B00CRF9V2O,VIZIO S4221w-C4 42-inch 2.1 Home Theater Sound Bar with Wireless Subwoofer (2014 Model),Gets the job done,"I rate this 4 stars, for 200 bucks, you get what you pay for, you wont get theatre sound, but the sound is not tinny either. Good bang for the buck if you have no option for real surround sound."
8850,__label1__,5,N,Jewelry,B002PEVZWG,14k Gold-Bonded Sterling Silver Two-Tone Hoop Earrings,Just what I was looking for!,"These are just what I was looking for! I love the lever back closure! They are just what they say they are, nothing that would be considered misleading at all. You certainly get what you pay for!"
20408,__label2__,5,Y,Video Games,B0038MTE7C,Pokemon SoulSilver Version,Great Nostalgia!,This part of the Pokemon games was always my favorite so I finally invested in this and it's great! I used to own Crystal. The game looks great and I like how they changed it for the DS.
17864,__label2__,5,Y,Sports,B004XRJUNY,QAD Ultra Rest Pro HDX Pink RH,Recommend this,"Absolutely love it, I like it better then a whisker biscuit :) easy to set up as well and I love the pink"
13338,__label2__,5,Y,Automotive,B000C3YST4,K&N 33-2873 High Performance Replacement Air Filter,Decent,No issues. No noticable difference in horsepower or sound. Get the cleaner kit now so you don't forget to get it later.
19132,__label2__,4,Y,Home,B0027E4NXM,"As Seen On TV Magic Hangers, Set of 10",Problem free and satisfied customer.,"Plastic can crack with excessive weight, but this product does the trick with my clothing.  Problem free and satisfied customer."
18426,__label2__,5,Y,Tools,B0033YLEGO,"Howard Leight MAX-1 Foam Ear Plugs Uncorded, 20 Piece",Best earplugs I've used,"It's hard to review ear plugs, because... well, they do one thing, but these are quite good. They are the super soft squishy type, which is good because they don't hurt my ears as much after four or five hours in. I work on the flight deck of an aircraft carrier, so it's pretty bloody loud where I work, and these combined with the mickey mouses (well, the new mickey mouses, which I suppose we can't call mickey mouses any more) make the flight deck a very ear-friendly place. They will not stop you from getting blown down the flight deck a few hundred feet by exhaust, however, so there's that.<br /><br />The NRR of 33 is about the highest you can get with non-fitted ear plugs. The squishiness of them means installing them can be a bit tricky, as you have to use a gradual pinch-roll method to squeeze them into shape without creating creases that make an imperfect seal. Also you need to pull up your ear with your other hand if you want to get them in deep enough to make a good seal. Don't do that, and you get maybe 20dB max of protection."
19540,__label2__,5,Y,Beauty,B00MMT8DDI,"100% Natural & Organic Vitamin E Oil For Your Face & Skin - 15000 IU - Reduces Wrinkles & Lightens Dark Spots. Mixed With Jojoba, Avocado & Rice Bran Oils. Liquid D Alpha Tocopherol Serum Better Than Pure Capsules. Non Synthetic Sunflower. No Soy.",great stuff...really works!,"I cannot recommend this any higher. This stuff is fabulous! I've noticed significant results since using this product. I use it on my face and neck. I've noticed improved skin tone, tightened skin and less lines and puffiness.  I occasionally mix this with pure coconut oil to use as a facial moisturizer.  Love it.  This little bottle goes a long way too.  You won't be disappointed.  Will never use anything else but this product on my face."
3336,__label1__,4,N,Musical Instruments,B00H7STOCS,aLLreli NK-116 Noise Isolating Stereo Headset In-Ear Design Earphones Ergonomic Comfortable Ultra Fit Corded Headphones with Microphone (Red),Nice red earphone,"I love red that's why I bought this one. I am not regretful anyway. They look nice, sounds good. just that the cables get tangled up easily. Overall, I'm loving it."
19718,__label2__,5,Y,Toys,B00IJZFJPO,Star Wars Yoda Ultimate FX Lightsaber Toy,Super cool! The way it lights up and turns ...,"Super cool! The way it lights up and turns off is different from the other FX lightsabers my son has. This is clearly his fave, and mine, too!"
3107,__label1__,3,N,Watches,B003EKNMAI,U.S. Polo Assn. Sport Men's US9057 Black Metal Watch with Orange Rubber Band,wonderful,Am a fun of sports watch but all of the one i purchase every time they are disappointing but after purchasing this for the last two months it have never let me down.
4910,__label1__,5,Y,Baby,B00VPNJXVS,Waterproof Crib Mattress Pad with Free Bonus - Quilted Bamboo Cover is Best For Protecting Your Baby Mattress From Accidents while Providing a Comfortable Sleep,Wonderful crib pad! Great quality pad and so comfortable for baby.,Wonderful crib pad! Great quality pad and so comfortable for baby.  Fast asleep and not noisy if mom is cleaning up like some of the other pads. I purchased this pad at a reduced rate for my review.  Great job I got two just to have a backup while washing.  Great price and value. Good job Enovoe!
12850,__label2__,3,N,Baby,B00DJP14TE,"Chicco Smart Support Backpack, Graphite",Not very comfortable,"My husband and I are quite different in height -- I am 5'4&#34; and he is 6'.  Neither one of us found the backpack very comfortable to wear.  It hits in a weird place and puts a lot of strain on your back.<br /><br />It's decently light, but add 20+ pounds of baby, and it gets heavy fast!  Also found it to be hot when we were hiking (July, so yes, it's hot, but &#34;hotter&#34;).<br /><br />We'll keep looking for a backpack that is more comfortable and fits at least one of us.  (Preferably him, so he can hike with the baby on his back!)"
11925,__label2__,5,N,Books,1563924269,Chevrolet and GMC Pick-Ups (1988-2000) (Haynes Repair Manuals),I have both the Haynes & Chilton… for a reason.,I have a 1990 Chevy K2500 with a 350 engine and I have been doing a lot of work on it the past few years… and it’s getting a crate engine in spring. It seems every time I need to do something one manual rarely gives me everything I need. I needed both books in doing the year drum brakes; throttle body rebuild; sensor checks & replacement; replacing the oil cooler lines; and replacing an oil pressure sender. It may not seem like much but sometimes one book will just have that picture that explains it all while the other doesn’t have one at all. I purchased my books used on halfcom and since it’s only new when you first open it I have found used to be fine and the price is right. Even though I’m not 100% satisfied with either manual I’m still going with 5-stars because if it only helps me once then it’s paid for itself. I’m about 40-miles from a parts store so most of those have been coming from Amazon and that’s working pretty good.
12524,__label2__,5,Y,Baby,B00KBI8HJC,Carter's Bibs - Animals - Unisex - 4 ct,Carter Bibs for baby make a great gift and also good to receive for yourself.,"Gave Carter's Bibs, as a baby gift. They are so cute with animals on them. A really appreciated gift, a winner every time!"
14329,__label2__,5,Y,Video DVD,B004GHBQNI,Yoga for Runners: Intermediate Program,Runner recommended!,I'd been running around 35 miles a week and couldn't increase miles because of soreness and mild injuries.  I've been doing this yoga for 6 weeks now and have seen great results in strength and flexibility. I've been able to increase mileage without any injury or pain.
19782,__label2__,5,N,PC,B0045VXKIE,Verizon USB760 3G Prepaid USB Broadband Device,Exaclty what I needed,"The USB760 3G provided my laptop with internet exactly as expected.  Then I plugged it into my firewall and it provides a backup internet for my company. So when the very fast and cheap internet from the cable company goes down, I have a slow way to communicate (BUT I CAN COMMUNICATE)."
15483,__label2__,4,Y,Camera,B00OXU0YGS,"Kastar Battery (2-Pack) and Charger for Sony NP-BG1, NP-FG1 and Cyber-shot DSC-W120, W220, W150, DSC-H3, DSC-H7, DSC-H9, DSC-H10, DSC-H20, DSC-H50, DSC-H55, DSC-H70, DSC-HX5V, HX7V, HX9V, HX10V, HX30V",Appears good but no customer service?,Appears like a good product. Got it for my camera and upcoming trip with included European plug. However customer service I could not contact via phone or email for a question.
18513,__label2__,5,Y,Home Improvement,B0036W8AU6,"Moen CSR2165OWB 60 in. Fixed Length Curved Shower Rod, Old World Bronze",Beautiful and adds extra space to the shower.,"Beautiful finish. Great quality. It does take up floor space in smaller bathrooms, but I love the extra room you get in the shower, and it's worth the trade off to me."
13820,__label2__,4,Y,Toys,B001LR2JNC,"Dunecraft Slippery Spheres Science Kit, Assorted Colors, Pink, Red, Yellow, Green, Blue, Purple",Really fun!,"We used these with a 2 & 3 yr old and they both had fun with it. It was neat to observe how the balls look different in the water and outside. Plus, adding more water made the balls grow which was neat. We also bounced them off the walls. :)"
14976,__label2__,4,Y,Video Games,B0042R0B1U,Monster Jam 3: Path of Destruction with Grave Digger Steering Wheel Peripheral - Nintendo Wii,Good but noisy.,I purchased this for my husband.  He seems to love it as much as my nephew.  The graphics are good.  The roar of the engines overpower the voice commands.  There will be times when you are to perform certain jumps through voice commands of the announcer.  The volume has to be very loud to hear the commands over the engines.  This is a little annoying for others in the house not participating in the game.  Overall I would say it is a good game for the price.
1816,__label1__,1,N,Home Improvement,B0051SRMJS,LED MR16 Spotlight 12V 4W (340 Lumen - 50 Watt Equivalent) 3200K Warm 45 Degree Beam angle,Don't buy......,"the color isn't good, I hate to see my yard shining weird green tint white light. Not 50 watt equivalent at all, too dim a bulb. 4 bulbs burnt out already. Terrible!"
3734,__label1__,1,N,Baby,B001GQ2P78,"Graco Sweet Slumber Sound Machine, White","Graco Sweet Slumber Sound Machine, White","At first, I absolutely loved this machine! That changed quickly. It only worked for a few hours before it stopped working. No sound came out, and it didn't matter how many times I replaced the battery. Frustrated and sending this back."
1347,__label1__,1,N,Office Products,B000IGCUZE,"The Classics Staple-Free Stapler the ""Paper Grip"" with 5 Sheet Capacity, Kid Safe (TPG-133)",Broke after using it for 30 minutes,"I had high hopes for this stapler...<br /><br />Unfortunately, it's a piece of junk. It didn't bind the paper well enough. I found the documents loose after using it.<br /><br />After testing it out for 30 minutes, the spring broke. Now, the device is totally useless.<br /><br />This is complete junk."
